[MSI]	
Submission Title	Rice Imputation Project	
Submission Identifier	
Submission Description	A test file that will auto-destroy in a week
Submission Version	1.2	
Submission Reference Layer	false	
Submission Release Date	2018/05/17	
Submission Update Date	2018/05/17	
Organization Name	Rice Diversity Lab	
Organization Address	160 Emerson Hall, Ithaca, NY 14850, USA	
Organization URI	
Organization Email	
Organization Role	
Term Source Name	NCBI Taxonomy	
Term Source URI	http://www.ncbi.nlm.nih.gov/taxonomy	
Term Source Version	

[SCD]	
Sample Name	Sample Description	Organism	Term Source REF	Term Source ID	Sex	Characteristic[serovar]	Characteristic[mating_type]	Characteristic[sub_strain]	Characteristic[strain]	Characteristic[Scientific Name]	Characteristic[cultivar]	Characteristic[variety]	Characteristic[serotype]	Characteristic[cell_line]	Characteristic[tissue_type]	Characteristic[tissue_lib]	Characteristic[cell_type]	Characteristic[germline]	Characteristic[sub_species]	Characteristic[geographic location (region and locality)]	Characteristic[isolate]	Characteristic[Common Name]	Characteristic[dev_stage]	Characteristic[ecotype]	
IRIS_313-8727	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	T 315::IRGC 54792-1	T 315::IRGC 54792-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8731	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NIBARI::IRGC 67742-1	NIBARI::IRGC 67742-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8732	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	WP 36::IRGC 55278-1	WP 36::IRGC 55278-1	NA	NA	leaf	NA	leaf	NA	ind2	Thailand	NA	rice	seedling	NA	
IRIS_313-8733	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NOLOS::IRGC 77285-2	NOLOS::IRGC 77285-2	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-8735	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NEP NGAU::IRGC 78369-1	NEP NGAU::IRGC 78369-1	NA	NA	leaf	NA	leaf	NA	tej	Viet Nam	NA	rice	seedling	NA	
IRIS_313-8737	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SADAJIRA 19-287::IRGC 38320-1	SADAJIRA 19-287::IRGC 38320-1	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-8739	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TAI 6::IRGC 69058-1	TAI 6::IRGC 69058-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Cote d'Ivoire	NA	rice	seedling	NA	
IRIS_313-8743	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NIAO YAO::IRGC 5496-1	NIAO YAO::IRGC 5496-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Taiwan	NA	rice	seedling	NA	
IRIS_313-8744	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	REMOL::IRGC 18624-1	REMOL::IRGC 18624-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-8745	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SD 120 SELN (CI 12320)::IRGC 1667-1	SD 120 SELN (CI 12320)::IRGC 1667-1	NA	NA	leaf	NA	leaf	NA	trj	Haiti	NA	rice	seedling	NA	
IRIS_313-8747	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DOM ZARD::IRGC 12881-1	DOM ZARD::IRGC 12881-1	NA	NA	leaf	NA	leaf	NA	aro	Iran	NA	rice	seedling	NA	
IRIS_313-8751	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	HNANWA::IRGC 33118-1	HNANWA::IRGC 33118-1	NA	NA	leaf	NA	leaf	NA	ind3	Myanmar	NA	rice	seedling	NA	
IRIS_313-8754	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TYPE 50::IRGC 74782-1	TYPE 50::IRGC 74782-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8755	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NORIN 6::IRGC 2633-1	NORIN 6::IRGC 2633-1	NA	NA	leaf	NA	leaf	NA	tej	Japan	NA	rice	seedling	NA	
IRIS_313-8757	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NIRGUNI::IRGC 61127-1	NIRGUNI::IRGC 61127-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8765	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TIMMURAY::IRGC 67857-1	TIMMURAY::IRGC 67857-1	NA	NA	leaf	NA	leaf	NA	aro	Bhutan	NA	rice	seedling	NA	
IRIS_313-8767	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SIDIK::IRGC 66643-2	SIDIK::IRGC 66643-2	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-8768	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MOROFIN::IRGC 56698-1	MOROFIN::IRGC 56698-1	NA	NA	leaf	NA	leaf	NA	trj	Cote d'Ivoire	NA	rice	seedling	NA	
IRIS_313-8769	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KOSAGI::IRGC 57692-1	KOSAGI::IRGC 57692-1	NA	NA	leaf	NA	leaf	NA	trj	Guinea	NA	rice	seedling	NA	
IRIS_313-8771	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SIMUL KHURI::IRGC 35154-1	SIMUL KHURI::IRGC 35154-1	NA	NA	leaf	NA	leaf	NA	aus	India	NA	rice	seedling	NA	
IRIS_313-8778	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SUP BLUE ROSE::IRGC 1739-1	SUP BLUE ROSE::IRGC 1739-1	NA	NA	leaf	NA	leaf	NA	trj	United States of America	NA	rice	seedling	NA	
IRIS_313-8781	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TAPANG::IRGC 13361-1	TAPANG::IRGC 13361-1	NA	NA	leaf	NA	leaf	NA	ind2	Malaysia	NA	rice	seedling	NA	
IRIS_313-8783	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	105::IRGC 40896-1	105::IRGC 40896-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Sri Lanka	NA	rice	seedling	NA	
IRIS_313-8785	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LEUANG AWN::IRGC 48257-2	LEUANG AWN::IRGC 48257-2	NA	NA	leaf	NA	leaf	NA	ind2	Thailand	NA	rice	seedling	NA	
IRIS_313-8789	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LALSAITA::IRGC 43915-1	LALSAITA::IRGC 43915-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-8791	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARANG::IRGC 43322-1	ARANG::IRGC 43322-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-8793	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KHAO THI RATE::IRGC 58041-1	KHAO THI RATE::IRGC 58041-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Myanmar	NA	rice	seedling	NA	
IRIS_313-8796	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DUDH KADAR::IRGC 67707-1	DUDH KADAR::IRGC 67707-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8803	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TEXAS PATNA::IRGC 1797-1	TEXAS PATNA::IRGC 1797-1	NA	NA	leaf	NA	leaf	NA	trj	United States of America	NA	rice	seedling	NA	
IRIS_313-8811	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KATUNG::IRGC 71536-1	KATUNG::IRGC 71536-1	NA	NA	leaf	NA	leaf	NA	ind2	Malaysia	NA	rice	seedling	NA	
IRIS_313-8812	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	RELLY::IRGC 14623-1	RELLY::IRGC 14623-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-8813	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 10497::IRGC 12485-1	ARC 10497::IRGC 12485-1	NA	NA	leaf	NA	leaf	NA	aro	India	NA	rice	seedling	NA	
IRIS_313-8814	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SHANKA::IRGC 67848-1	SHANKA::IRGC 67848-1	NA	NA	leaf	NA	leaf	NA	aro	Bhutan	NA	rice	seedling	NA	
IRIS_313-8815	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	JANA (NAM)::IRGC 64897-1	JANA (NAM)::IRGC 64897-1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Bhutan	NA	rice	seedling	NA	
IRIS_313-8822	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	STRAW 23-400::IRGC 38390-2	STRAW 23-400::IRGC 38390-2	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-8831	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KETAN KUNANG KUNENG::IRGC 48730-2	KETAN KUNANG KUNENG::IRGC 48730-2	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-8833	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SIMET 2::IRGC 25734-1	SIMET 2::IRGC 25734-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-8844	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 14060::IRGC 41374-1	ARC 14060::IRGC 41374-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8846	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BAIANG 6::IRGC 6129-1	BAIANG 6::IRGC 6129-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Indonesia	NA	rice	seedling	NA	
IRIS_313-8850	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ASHMBER::IRGC 27522-1	ASHMBER::IRGC 27522-1	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-8854	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CHAKOL::IRGC 77226-1	CHAKOL::IRGC 77226-1	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-8856	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	S 201::IRGC 55230-1	S 201::IRGC 55230-1	NA	NA	leaf	NA	leaf	NA	tej	United States of America	NA	rice	seedling	NA	
IRIS_313-8857	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KAMNAM::IRGC 64902-1	KAMNAM::IRGC 64902-1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Bhutan	NA	rice	seedling	NA	
IRIS_313-8859	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	E ZI 96::IRGC 70188-1	E ZI 96::IRGC 70188-1	NA	NA	leaf	NA	leaf	NA	ind1	China	NA	rice	seedling	NA	
IRIS_313-8864	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NOROI::IRGC 31611-1	NOROI::IRGC 31611-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-8865	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PADI SEPAH::IRGC 48803-1	PADI SEPAH::IRGC 48803-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-8870	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KHAO PLAH LAI NAK::IRGC 65941-2	KHAO PLAH LAI NAK::IRGC 65941-2	NA	NA	leaf	NA	leaf	NA	ind2	Thailand	NA	rice	seedling	NA	
IRIS_313-8872	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	571::IRGC 48493-1	571::IRGC 48493-1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Thailand	NA	rice	seedling	NA	
IRIS_313-8873	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PAOTSUPAGAIAHON::IRGC 17072-1	PAOTSUPAGAIAHON::IRGC 17072-1	NA	NA	leaf	NA	leaf	NA	admixed	Taiwan	NA	rice	seedling	NA	
IRIS_313-8876	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DELITUS::IRGC 5769-1	DELITUS::IRGC 5769-1	NA	NA	leaf	NA	leaf	NA	trj	France	NA	rice	seedling	NA	
IRIS_313-8880	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PAGAIYAHAN::IRGC 8267-1	PAGAIYAHAN::IRGC 8267-1	NA	NA	leaf	NA	leaf	NA	admixed	Taiwan	NA	rice	seedling	NA	
IRIS_313-8883	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LOMPUG::IRGC 71559-2	LOMPUG::IRGC 71559-2	NA	NA	leaf	NA	leaf	NA	tej	Malaysia	NA	rice	seedling	NA	
IRIS_313-8884	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	E WAWNG::IRGC 71140-1	E WAWNG::IRGC 71140-1	NA	NA	leaf	NA	leaf	NA	trj	Thailand	NA	rice	seedling	NA	
IRIS_313-8889	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LU MAO ZHAN::IRGC 68159-1	LU MAO ZHAN::IRGC 68159-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	China	NA	rice	seedling	NA	
IRIS_313-8890	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	WIR 1072::IRGC 57496-1	WIR 1072::IRGC 57496-1	NA	NA	leaf	NA	leaf	NA	tej	Belgium	NA	rice	seedling	NA	
IRIS_313-8894	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LEKATAN::IRGC 71554-1	LEKATAN::IRGC 71554-1	NA	NA	leaf	NA	leaf	NA	trj	Malaysia	NA	rice	seedling	NA	
IRIS_313-8895	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LEUANG DAM::IRGC 78267-1	LEUANG DAM::IRGC 78267-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Thailand	NA	rice	seedling	NA	
IRIS_313-8900	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 14654::IRGC 41663-1	ARC 14654::IRGC 41663-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8903	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BPI 76 NON SENSITIVE (GREEN)::IRGC 9790-1	BPI 76 NON SENSITIVE (GREEN)::IRGC 9790-1	NA	NA	leaf	NA	leaf	NA	ind2	Philippines	NA	rice	seedling	NA	
IRIS_313-8909	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	FAYA MOSHI::IRGC 69653-1	FAYA MOSHI::IRGC 69653-1	NA	NA	leaf	NA	leaf	NA	ind3	Tanzania	NA	rice	seedling	NA	
IRIS_313-8911	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LEK::IRGC 40199-2	LEK::IRGC 40199-2	NA	NA	leaf	NA	leaf	NA	admixed-jap	Thailand	NA	rice	seedling	NA	
IRIS_313-8914	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	E 2040::IRGC 67968-1	E 2040::IRGC 67968-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	China	NA	rice	seedling	NA	
IRIS_313-8920	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PATALASAFED SUNGHAWADO::IRGC 61133-1	PATALASAFED SUNGHAWADO::IRGC 61133-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8922	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AGAI 1::IRGC 24532-2	AGAI 1::IRGC 24532-2	NA	NA	leaf	NA	leaf	NA	ind3	Indonesia	NA	rice	seedling	NA	
IRIS_313-8923	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CALIFORNIA BELLE::IRGC 66836-1	CALIFORNIA BELLE::IRGC 66836-1	NA	NA	leaf	NA	leaf	NA	trj	United States of America	NA	rice	seedling	NA	
IRIS_313-8924	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KUTTA::IRGC 52184-1	KUTTA::IRGC 52184-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8925	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KURULUTUDU::IRGC 36304-1	KURULUTUDU::IRGC 36304-1	NA	NA	leaf	NA	leaf	NA	ind3	Sri Lanka	NA	rice	seedling	NA	
IRIS_313-8927	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NABESHI::IRGC 8269-1	NABESHI::IRGC 8269-1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Taiwan	NA	rice	seedling	NA	
IRIS_313-8930	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MUKKALA BAZAL::IRGC 77279-1	MUKKALA BAZAL::IRGC 77279-1	NA	NA	leaf	NA	leaf	NA	ind2	Bangladesh	NA	rice	seedling	NA	
IRIS_313-8932	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PATISAIL::IRGC 37562-1	PATISAIL::IRGC 37562-1	NA	NA	leaf	NA	leaf	NA	ind2	Bangladesh	NA	rice	seedling	NA	
IRIS_313-8935	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 18061::IRGC 47650-1	ARC 18061::IRGC 47650-1	NA	NA	leaf	NA	leaf	NA	ind2	India	NA	rice	seedling	NA	
IRIS_313-8940	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	FU ZAO XIAN::IRGC 63619-1	FU ZAO XIAN::IRGC 63619-1	NA	NA	leaf	NA	leaf	NA	ind1	China	NA	rice	seedling	NA	
IRIS_313-8946	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 11524::IRGC 42672-1	ARC 11524::IRGC 42672-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	India	NA	rice	seedling	NA	
IRIS_313-8948	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BUCAYAB::IRGC 44357-1	BUCAYAB::IRGC 44357-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Philippines	NA	rice	seedling	NA	
IRIS_313-8955	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LASAT PUTIH::IRGC 44076-1	LASAT PUTIH::IRGC 44076-1	NA	NA	leaf	NA	leaf	NA	trj	Malaysia	NA	rice	seedling	NA	
IRIS_313-8956	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	RADEN KARAMUNTING::IRGC 20098-1	RADEN KARAMUNTING::IRGC 20098-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-8957	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BAM 9::IRGC 6179-1	BAM 9::IRGC 6179-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-8960	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BLUEBONNET::IRGC 1799-1	BLUEBONNET::IRGC 1799-1	NA	NA	leaf	NA	leaf	NA	trj	United States of America	NA	rice	seedling	NA	
IRIS_313-8963	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BATHURI::IRGC 25838-1	BATHURI::IRGC 25838-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-8967	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 12576::IRGC 22163-1	ARC 12576::IRGC 22163-1	NA	NA	leaf	NA	leaf	NA	ind2	India	NA	rice	seedling	NA	
IRIS_313-8968	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KALU ILANKALAYAN::IRGC 36270-1	KALU ILANKALAYAN::IRGC 36270-1	NA	NA	leaf	NA	leaf	NA	ind3	Sri Lanka	NA	rice	seedling	NA	
IRIS_313-8976	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SKY BONNET::IRGC 66759-1	SKY BONNET::IRGC 66759-1	NA	NA	leaf	NA	leaf	NA	trj	United States of America	NA	rice	seedling	NA	
IRIS_313-8978	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	IE MATA CICEM::IRGC 66562-2	IE MATA CICEM::IRGC 66562-2	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-8980	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	E DAW HAWM::IRGC 47938-1	E DAW HAWM::IRGC 47938-1	NA	NA	leaf	NA	leaf	NA	ind3	Thailand	NA	rice	seedling	NA	
IRIS_313-8982	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 18112::IRGC 42274-1	ARC 18112::IRGC 42274-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	India	NA	rice	seedling	NA	
IRIS_313-8985	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KHAO' HAWM::IRGC 78257-1	KHAO' HAWM::IRGC 78257-1	NA	NA	leaf	NA	leaf	NA	ind2	Thailand	NA	rice	seedling	NA	
IRIS_313-8986	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 10754::IRGC 12603-1	ARC 10754::IRGC 12603-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	India	NA	rice	seedling	NA	
IRIS_313-8987	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SERIBU::IRGC 71615-2	SERIBU::IRGC 71615-2	NA	NA	leaf	NA	leaf	NA	admixed-ind	Malaysia	NA	rice	seedling	NA	
IRIS_313-8988	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BANIKAT::IRGC 67720-1	BANIKAT::IRGC 67720-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
