[MSI]	
Submission Title	Rice Imputation Project	
Submission Identifier	
Submission Description	A test file that will auto-destroy in a week
Submission Version	1.2	
Submission Reference Layer	false	
Submission Release Date	2018/05/17	
Submission Update Date	2018/05/17	
Organization Name	Rice Diversity Lab	
Organization Address	160 Emerson Hall, Ithaca, NY 14850, USA	
Organization URI	
Organization Email	
Organization Role	
Term Source Name	NCBI Taxonomy	
Term Source URI	http://www.ncbi.nlm.nih.gov/taxonomy	
Term Source Version	

[SCD]	
Sample Name	Sample Description	Organism	Term Source REF	Term Source ID	Sex	Characteristic[serovar]	Characteristic[mating_type]	Characteristic[sub_strain]	Characteristic[strain]	Characteristic[Scientific Name]	Characteristic[cultivar]	Characteristic[variety]	Characteristic[serotype]	Characteristic[cell_line]	Characteristic[tissue_type]	Characteristic[tissue_lib]	Characteristic[cell_type]	Characteristic[germline]	Characteristic[sub_species]	Characteristic[geographic location (region and locality)]	Characteristic[isolate]	Characteristic[Common Name]	Characteristic[dev_stage]	Characteristic[ecotype]	
IRIS_313-10899	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DAMNOEUB KHSE SAUT::IRGC 22819-2	DAMNOEUB KHSE SAUT::IRGC 22819-2	NA	NA	leaf	NA	leaf	NA	ind2	Cambodia	NA	rice	seedling	NA	
IRIS_313-10900	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DAMNOEUB POR HING::IRGC 22841-2	DAMNOEUB POR HING::IRGC 22841-2	NA	NA	leaf	NA	leaf	NA	ind2	Cambodia	NA	rice	seedling	NA	
IRIS_313-10901	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DAMNOEUB THPOIL HING::IRGC 22856-2	DAMNOEUB THPOIL HING::IRGC 22856-2	NA	NA	leaf	NA	leaf	NA	ind2	Cambodia	NA	rice	seedling	NA	
IRIS_313-10902	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KAMPING POUY::IRGC 22876-2	KAMPING POUY::IRGC 22876-2	NA	NA	leaf	NA	leaf	NA	ind2	Cambodia	NA	rice	seedling	NA	
IRIS_313-10903	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KHSAY VENG::IRGC 22915-3	KHSAY VENG::IRGC 22915-3	NA	NA	leaf	NA	leaf	NA	ind2	Cambodia	NA	rice	seedling	NA	
IRIS_313-10904	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KREM KRAHAM::IRGC 22981-2	KREM KRAHAM::IRGC 22981-2	NA	NA	leaf	NA	leaf	NA	admixed-ind	Cambodia	NA	rice	seedling	NA	
IRIS_313-10905	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KUOL DAUN THNONG::IRGC 22986-1	KUOL DAUN THNONG::IRGC 22986-1	NA	NA	leaf	NA	leaf	NA	ind2	Cambodia	NA	rice	seedling	NA	
IRIS_313-10906	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LUA NEP 4416::IRGC 23006-1	LUA NEP 4416::IRGC 23006-1	NA	NA	leaf	NA	leaf	NA	ind2	Cambodia	NA	rice	seedling	NA	
IRIS_313-10907	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MARECH S V R::IRGC 23011-2	MARECH S V R::IRGC 23011-2	NA	NA	leaf	NA	leaf	NA	admixed-ind	Cambodia	NA	rice	seedling	NA	
IRIS_313-10908	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MOROM::IRGC 23016-2	MOROM::IRGC 23016-2	NA	NA	leaf	NA	leaf	NA	admixed-ind	Cambodia	NA	rice	seedling	NA	
IRIS_313-10909	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NEANG CHAN::IRGC 23034-3	NEANG CHAN::IRGC 23034-3	NA	NA	leaf	NA	leaf	NA	admixed-ind	Cambodia	NA	rice	seedling	NA	
IRIS_313-10910	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NEANG MAC::IRGC 23071-3	NEANG MAC::IRGC 23071-3	NA	NA	leaf	NA	leaf	NA	admixed-ind	Cambodia	NA	rice	seedling	NA	
IRIS_313-10911	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NEANG NARY::IRGC 23084-3	NEANG NARY::IRGC 23084-3	NA	NA	leaf	NA	leaf	NA	ind2	Cambodia	NA	rice	seedling	NA	
IRIS_313-10912	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NEANG SAATH K 45::IRGC 23109-2	NEANG SAATH K 45::IRGC 23109-2	NA	NA	leaf	NA	leaf	NA	ind2	Cambodia	NA	rice	seedling	NA	
IRIS_313-10913	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PHAT PRORMOL::IRGC 23143-1	PHAT PRORMOL::IRGC 23143-1	NA	NA	leaf	NA	leaf	NA	ind3	Cambodia	NA	rice	seedling	NA	
IRIS_313-10915	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PHCAR SLA KI::IRGC 23169-2	PHCAR SLA KI::IRGC 23169-2	NA	NA	leaf	NA	leaf	NA	admixed-ind	Cambodia	NA	rice	seedling	NA	
IRIS_313-10916	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SRAU SLAP::IRGC 23267-2	SRAU SLAP::IRGC 23267-2	NA	NA	leaf	NA	leaf	NA	tej	Cambodia	NA	rice	seedling	NA	
IRIS_313-10917	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	T Q QI HAYUQBABA::IRGC 23318-1	T Q QI HAYUQBABA::IRGC 23318-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Philippines	NA	rice	seedling	NA	
IRIS_313-10918	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	T Q QI QINYUHAYUHA::IRGC 23342-3	T Q QI QINYUHAYUHA::IRGC 23342-3	NA	NA	leaf	NA	leaf	NA	trj	Philippines	NA	rice	seedling	NA	
IRIS_313-10919	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PINIDWA QAN QIPUGO PINGKITAN::IRGC 23359-1	PINIDWA QAN QIPUGO PINGKITAN::IRGC 23359-1	NA	NA	leaf	NA	leaf	NA	trj	Philippines	NA	rice	seedling	NA	
IRIS_313-10920	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PINIDWA QAN QIPUGO QELEK::IRGC 23360-1	PINIDWA QAN QIPUGO QELEK::IRGC 23360-1	NA	NA	leaf	NA	leaf	NA	trj	Philippines	NA	rice	seedling	NA	
IRIS_313-10921	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KHAO PHAE HOM::IRGC 23518-2	KHAO PHAE HOM::IRGC 23518-2	NA	NA	leaf	NA	leaf	NA	ind3	Lao People's Democratic Republic	NA	rice	seedling	NA	
IRIS_313-10922	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	R 258::IRGC 23702-2	R 258::IRGC 23702-2	NA	NA	leaf	NA	leaf	NA	admixed-jap	Lao People's Democratic Republic	NA	rice	seedling	NA	
IRIS_313-10923	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CHABLI CHABOL GLANG::IRGC 23706-1	CHABLI CHABOL GLANG::IRGC 23706-1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Thailand	NA	rice	seedling	NA	
IRIS_313-10924	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ATH HAGARI JARAHAN PADDY::IRGC 23796-1	ATH HAGARI JARAHAN PADDY::IRGC 23796-1	NA	NA	leaf	NA	leaf	NA	ind3	Nepal	NA	rice	seedling	NA	
IRIS_313-10925	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KAMULI::IRGC 23928-1	KAMULI::IRGC 23928-1	NA	NA	leaf	NA	leaf	NA	aus	Nepal	NA	rice	seedling	NA	
IRIS_313-10926	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	RAM SALEE KATAKA::IRGC 24014-1	RAM SALEE KATAKA::IRGC 24014-1	NA	NA	leaf	NA	leaf	NA	aro	Nepal	NA	rice	seedling	NA	
IRIS_313-10927	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SUGA PANKHA::IRGC 24054-1	SUGA PANKHA::IRGC 24054-1	NA	NA	leaf	NA	leaf	NA	aus	Nepal	NA	rice	seedling	NA	
IRIS_313-10928	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KHAO' SIM::IRGC 24094-1	KHAO' SIM::IRGC 24094-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Thailand	NA	rice	seedling	NA	
IRIS_313-10929	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KOLONGI BAO::IRGC 24135-2	KOLONGI BAO::IRGC 24135-2	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
IRIS_313-10930	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PANKHIRAJ::IRGC 24139-1	PANKHIRAJ::IRGC 24139-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10931	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PAKWALAN::IRGC 24156-1	PAKWALAN::IRGC 24156-1	NA	NA	leaf	NA	leaf	NA	trj	Philippines	NA	rice	seedling	NA	
IRIS_313-10932	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CHINA 1039 MUTANT (DWARF)::IRGC 24168-2	CHINA 1039 MUTANT (DWARF)::IRGC 24168-2	NA	NA	leaf	NA	leaf	NA	ind1	China	NA	rice	seedling	NA	
IRIS_313-10933	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 7281::IRGC 24252-2	ARC 7281::IRGC 24252-2	NA	NA	leaf	NA	leaf	NA	aro	India	NA	rice	seedling	NA	
IRIS_313-10934	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PAH PIANG::IRGC 24452-2	PAH PIANG::IRGC 24452-2	NA	NA	leaf	NA	leaf	NA	admixed-ind	Thailand	NA	rice	seedling	NA	
IRIS_313-10935	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BRONDOL PUTIH::IRGC 24541-1	BRONDOL PUTIH::IRGC 24541-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-10936	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KETAN GUNDIL::IRGC 24568-1	KETAN GUNDIL::IRGC 24568-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-10937	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PULUT WAJIT::IRGC 24624-3	PULUT WAJIT::IRGC 24624-3	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-10938	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SIGUPAI::IRGC 24642-2	SIGUPAI::IRGC 24642-2	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-10940	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SITANDANG::IRGC 24681-1	SITANDANG::IRGC 24681-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-10941	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SINTHA::IRGC 24687-1	SINTHA::IRGC 24687-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-10942	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BANDANG BUNGKUAKLAN::IRGC 24697-2	BANDANG BUNGKUAKLAN::IRGC 24697-2	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-10943	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PADI BENOT::IRGC 24757-2	PADI BENOT::IRGC 24757-2	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-10944	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SIPULUT SUBANG::IRGC 24824-2	SIPULUT SUBANG::IRGC 24824-2	NA	NA	leaf	NA	leaf	NA	admixed-ind	Indonesia	NA	rice	seedling	NA	
IRIS_313-10945	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BULAK::IRGC 24884-1	BULAK::IRGC 24884-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-10946	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MANGGE::IRGC 25019-1	MANGGE::IRGC 25019-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-10947	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NANE::IRGC 25035-1	NANE::IRGC 25035-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Indonesia	NA	rice	seedling	NA	
IRIS_313-10948	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PARE MAROMBA::IRGC 25074-2	PARE MAROMBA::IRGC 25074-2	NA	NA	leaf	NA	leaf	NA	admixed-jap	Indonesia	NA	rice	seedling	NA	
IRIS_313-10949	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TEKALAK::IRGC 25154-1	TEKALAK::IRGC 25154-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-10950	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ASE PULU BOLONG::IRGC 25171-1	ASE PULU BOLONG::IRGC 25171-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-10951	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	JENDA ABANG::IRGC 25413-2	JENDA ABANG::IRGC 25413-2	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-10952	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KILANG MEDU::IRGC 25442-1	KILANG MEDU::IRGC 25442-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-10953	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PADI ABUNG KUNING::IRGC 25469-1	PADI ABUNG KUNING::IRGC 25469-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-10954	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PADI GRUNDUL 1::IRGC 25493-1	PADI GRUNDUL 1::IRGC 25493-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-10955	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PADI PUYUH::IRGC 25532-1	PADI PUYUH::IRGC 25532-1	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-10956	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PUTUS TOLO::IRGC 25636-2	PUTUS TOLO::IRGC 25636-2	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-10957	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	RANGKAI KEPEL::IRGC 25640-1	RANGKAI KEPEL::IRGC 25640-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-10958	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	RENIK BELITI::IRGC 25648-1	RENIK BELITI::IRGC 25648-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-10959	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SITABO TABO::IRGC 25798-1	SITABO TABO::IRGC 25798-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-10960	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SUNGKAI::IRGC 25812-1	SUNGKAI::IRGC 25812-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
IRIS_313-10961	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TARING PELUNDUK::IRGC 25821-2	TARING PELUNDUK::IRGC 25821-2	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-10962	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TERUNG DAUN::IRGC 25823-2	TERUNG DAUN::IRGC 25823-2	NA	NA	leaf	NA	leaf	NA	ind2	Indonesia	NA	rice	seedling	NA	
IRIS_313-10963	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KATAKCHIKON::IRGC 25880-1	KATAKCHIKON::IRGC 25880-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10964	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SADUMONI::IRGC 25919-1	SADUMONI::IRGC 25919-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10965	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TILOKCHAN (SONABETHI)::IRGC 25927-1	TILOKCHAN (SONABETHI)::IRGC 25927-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10966	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	HURANG ARISO LUTA::IRGC 26055-1	HURANG ARISO LUTA::IRGC 26055-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Brazil	NA	rice	seedling	NA	
IRIS_313-10967	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	IAS 22-8 PALMAR::IRGC 26058-1	IAS 22-8 PALMAR::IRGC 26058-1	NA	NA	leaf	NA	leaf	NA	tej	Brazil	NA	rice	seedling	NA	
IRIS_313-10968	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	IH PEN SHIM MING::IRGC 26067-1	IH PEN SHIM MING::IRGC 26067-1	NA	NA	leaf	NA	leaf	NA	ind1	Brazil	NA	rice	seedling	NA	
IRIS_313-10969	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	INDIA DULAR (NO ORDEM 7)::IRGC 26070-1	INDIA DULAR (NO ORDEM 7)::IRGC 26070-1	NA	NA	leaf	NA	leaf	NA	aus	Brazil	NA	rice	seedling	NA	
IRIS_313-10970	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NANG SAU DO::IRGC 26243-1	NANG SAU DO::IRGC 26243-1	NA	NA	leaf	NA	leaf	NA	ind2	Viet Nam	NA	rice	seedling	NA	
IRIS_313-10971	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BADAL::IRGC 26290-2	BADAL::IRGC 26290-2	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10972	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DUDA MONOR::IRGC 26335-2	DUDA MONOR::IRGC 26335-2	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10973	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KALA DIGHA::IRGC 26367-2	KALA DIGHA::IRGC 26367-2	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10974	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KAMRANGA::IRGC 26373-2	KAMRANGA::IRGC 26373-2	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10975	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KOLA MUCHI::IRGC 26384-2	KOLA MUCHI::IRGC 26384-2	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10976	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LAKHSMI DIGHA::IRGC 26390-2	LAKHSMI DIGHA::IRGC 26390-2	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10977	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MATI CHAL::IRGC 26399-2	MATI CHAL::IRGC 26399-2	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10978	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PANI TORONG::IRGC 26411-1	PANI TORONG::IRGC 26411-1	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10979	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BORA DIGA::IRGC 26439-1	BORA DIGA::IRGC 26439-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10980	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DUDHSAR::IRGC 26458-1	DUDHSAR::IRGC 26458-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10981	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	JHUL DIGA::IRGC 26478-1	JHUL DIGA::IRGC 26478-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10982	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LUDI GOCHYA::IRGC 26504-2	LUDI GOCHYA::IRGC 26504-2	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10983	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BOROJYOT::IRGC 26578-2	BOROJYOT::IRGC 26578-2	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10984	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DUDHSAR::IRGC 26609-2	DUDHSAR::IRGC 26609-2	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10985	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	GOBOL SAIL (BALAM)::IRGC 26624-2	GOBOL SAIL (BALAM)::IRGC 26624-2	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
IRIS_313-10986	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	HALDI JAON::IRGC 26638-2	HALDI JAON::IRGC 26638-2	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
